geosumlev,geoid,stco,place,mdy,totpop,hhpop,gqpop,tothu,husfd,husfa,humf24,humf5p,humh,occhu,vacrate,pph
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2012,"143,965","141,596","2,369","51,035","34,480","4,126","3,118","8,346",965,"48,529",4.9%,2.92
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2013,"145,096","142,732","2,364","51,045","34,490","4,126","3,118","8,346",965,"48,541",4.9%,2.94
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2014,"146,261","143,897","2,364","51,041","34,488","4,127","3,114","8,346",966,"48,538",4.9%,2.97
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2015,"147,800","145,439","2,361","51,051","34,489","4,136","3,114","8,346",966,"48,548",4.9%,3.00
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2016,"148,592","146,231","2,361","51,059","34,496","4,137","3,114","8,346",966,"48,557",4.9%,3.01
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2017,"149,151","146,797","2,354","51,164","34,509","4,137","3,120","8,431",967,"48,657",4.9%,3.02
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2018,"148,611","146,259","2,352","51,270","34,513","4,137","3,134","8,519",967,"48,759",4.9%,3.00
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2019,"148,334","145,978","2,356","51,350","34,507","4,136","3,208","8,531",968,"48,836",4.9%,2.99
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2020,"147,686","145,323","2,363","51,428","34,524","4,136","3,263","8,537",968,"48,910",4.9%,2.97
157,15700US0600199990,Alameda ,Balance of Alameda County,1/1/2021,"146,958","144,610","2,348","51,531","34,556","4,151","3,297","8,558",969,"49,008",4.9%,2.95
50,05000US06001,Alameda,Alameda County Total,4/1/2010,"1,510,271","1,469,752","40,519","581,372","309,306","44,280","65,326","154,629","7,831","544,046",6.4%,2.70
50,05000US06001,Alameda ,Alameda County Total,1/1/2011,"1,525,761","1,485,554","40,207","582,727","309,870","44,344","65,397","155,285","7,831","545,464",6.4%,2.72
50,05000US06001,Alameda ,Alameda County Total,1/1/2012,"1,545,917","1,506,513","39,404","584,049","310,491","44,620","65,456","155,647","7,835","547,174",6.3%,2.75
50,05000US06001,Alameda ,Alameda County Total,1/1/2013,"1,569,989","1,530,711","39,278","586,474","311,246","44,965","65,581","156,845","7,837","551,878",5.9%,2.77
50,05000US06001,Alameda ,Alameda County Total,1/1/2014,"1,590,729","1,551,046","39,683","588,948","312,248","45,256","65,633","157,973","7,838","554,685",5.8%,2.80
50,05000US06001,Alameda ,Alameda County Total,1/1/2015,"1,613,319","1,573,999","39,320","591,236","313,063","45,593","65,658","159,080","7,842","557,068",5.8%,2.83
50,05000US06001,Alameda ,Alameda County Total,1/1/2016,"1,631,230","1,592,152","39,078","593,664","314,135","45,854","65,714","160,106","7,855","560,741",5.5%,2.84
50,05000US06001,Alameda ,Alameda County Total,1/1/2017,"1,644,303","1,605,165","39,138","596,937","315,395","46,333","65,721","161,630","7,858","564,303",5.5%,2.84
50,05000US06001,Alameda ,Alameda County Total,1/1/2018,"1,651,760","1,612,670","39,090","601,967","316,797","46,955","65,929","164,428","7,858","570,246",5.3%,2.83
50,05000US06001,Alameda ,Alameda County Total,1/1/2019,"1,659,608","1,619,787","39,821","605,977","318,177","47,620","66,235","166,086","7,859","574,687",5.2%,2.82
50,05000US06001,Alameda ,Alameda County Total,1/1/2020,"1,663,114","1,623,516","39,598","611,752","319,353","48,130","66,731","169,679","7,859","580,227",5.2%,2.80
50,05000US06001,Alameda ,Alameda County Total,1/1/2021,"1,656,591","1,626,437","30,154","617,415","320,106","48,506","67,179","173,763","7,861","585,588",5.2%,2.78
157,15700US0600399990,Alpine,Balance of Alpine County,4/1/2010,"1,175","1,151",24,"1,760","1,040",12,45,631,32,497,71.8%,2.32
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2011,"1,169","1,145",24,"1,757","1,037",12,45,631,32,496,71.8%,2.31
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2012,"1,166","1,142",24,"1,763","1,042",12,45,631,33,496,71.9%,2.30
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2013,"1,164","1,140",24,"1,771","1,044",18,45,631,33,490,72.3%,2.33
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2014,"1,163","1,139",24,"1,774","1,047",18,45,631,33,489,72.4%,2.33
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2015,"1,162","1,138",24,"1,774","1,047",18,45,631,33,488,72.5%,2.33
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2016,"1,162","1,138",24,"1,778","1,050",18,45,631,34,484,72.8%,2.35
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2017,"1,161","1,137",24,"1,780","1,052",18,45,631,34,483,72.9%,2.35
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2018,"1,159","1,135",24,"1,778","1,050",18,45,631,34,479,73.1%,2.37
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2019,"1,149","1,125",24,"1,783","1,055",18,45,631,34,478,73.2%,2.35
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2020,"1,146","1,122",24,"1,788","1,060",18,45,631,34,478,73.3%,2.35
157,15700US0600399990,Alpine ,Balance of Alpine County,1/1/2021,"1,135","1,111",24,"1,798","1,070",18,45,631,34,481,73.2%,2.31
50,05000US06003,Alpine,Alpine County Total,4/1/2010,"1,175","1,151",24,"1,760","1,040",12,45,631,32,497,71.8%,2.32
50,05000US06003,Alpine ,Alpine County Total,1/1/2011,"1,169","1,145",24,"1,757","1,037",12,45,631,32,496,71.8%,2.31
50,05000US06003,Alpine ,Alpine County Total,1/1/2012,"1,166","1,142",24,"1,763","1,042",12,45,631,33,496,71.9%,2.30
50,05000US06003,Alpine ,Alpine County Total,1/1/2013,"1,164","1,140",24,"1,771","1,044",18,45,631,33,490,72.3%,2.33
50,05000US06003,Alpine ,Alpine County Total,1/1/2014,"1,163","1,139",24,"1,774","1,047",18,45,631,33,489,72.4%,2.33
50,05000US06003,Alpine ,Alpine County Total,1/1/2015,"1,162","1,138",24,"1,774","1,047",18,45,631,33,488,72.5%,2.33
50,05000US06003,Alpine ,Alpine County Total,1/1/2016,"1,162","1,138",24,"1,778","1,050",18,45,631,34,484,72.8%,2.35
50,05000US06003,Alpine ,Alpine County Total,1/1/2017,"1,161","1,137",24,"1,780","1,052",18,45,631,34,483,72.9%,2.35
50,05000US06003,Alpine ,Alpine County Total,1/1/2018,"1,159","1,135",24,"1,778","1,050",18,45,631,34,479,73.1%,2.37
50,05000US06003,Alpine ,Alpine County Total,1/1/2019,"1,149","1,125",24,"1,783","1,055",18,45,631,34,478,73.2%,2.35
50,05000US06003,Alpine ,Alpine County Total,1/1/2020,"1,146","1,122",24,"1,788","1,060",18,45,631,34,478,73.3%,2.35
50,05000US06003,Alpine ,Alpine County Total,1/1/2021,"1,135","1,111",24,"1,798","1,070",18,45,631,34,481,73.2%,2.31
157,15700US0600501514,Amador,Amador,4/1/2010,185,185,0,108,90,12,6,0,0,85,21.3%,2.18
157,15700US0600501514,Amador ,Amador,1/1/2011,180,180,0,108,90,12,6,0,0,85,21.3%,2.12
157,15700US0600501514,Amador ,Amador,1/1/2012,178,178,0,108,90,12,6,0,0,84,22.2%,2.12
157,15700US0600501514,Amador ,Amador,1/1/2013,168,168,0,108,90,12,6,0,0,81,25.0%,2.07
157,15700US0600501514,Amador ,Amador,1/1/2014,164,164,0,108,90,12,6,0,0,80,25.9%,2.05
157,15700US0600501514,Amador ,Amador,1/1/2015,165,165,0,109,91,12,6,0,0,81,25.7%,2.04
157,15700US0600501514,Amador ,Amador,1/1/2016,162,162,0,110,92,12,6,0,0,80,27.3%,2.03
157,15700US0600501514,Amador ,Amador,1/1/2017,161,161,0,110,92,12,6,0,0,79,28.2%,2.04
157,15700US0600501514,Amador ,Amador,1/1/2018,157,157,0,110,92,12,6,0,0,77,30.0%,2.04
157,15700US0600501514,Amador ,Amador,1/1/2019,156,156,0,110,92,12,6,0,0,76,30.9%,2.05
157,15700US0600501514,Amador ,Amador,1/1/2020,154,154,0,110,92,12,6,0,0,76,30.9%,2.03
157,15700US0600501514,Amador ,Amador,1/1/2021,153,153,0,110,92,12,6,0,0,76,30.9%,2.01
157,15700US0600536672,Amador,Ione,4/1/2010,"7,918","3,746","4,172","1,635","1,447",31,0,104,53,"1,466",10.3%,2.56
157,15700US0600536672,Amador ,Ione,1/1/2011,"7,417","3,655","3,762","1,638","1,450",31,0,104,53,"1,468",10.4%,2.49
157,15700US0600536672,Amador ,Ione,1/1/2012,"7,197","3,753","3,444","1,686","1,498",31,0,104,53,"1,510",10.4%,2.49
157,15700US0600536672,Amador ,Ione,1/1/2013,"6,676","3,799","2,877","1,744","1,556",31,0,104,53,"1,557",10.7%,2.44
157,15700US0600536672,Amador ,Ione,1/1/2014,"6,632","3,761","2,871","1,745","1,557",31,0,104,53,"1,557",10.8%,2.42
157,15700US0600536672,Amador ,Ione,1/1/2015,"6,620","3,770","2,850","1,747","1,559",31,0,104,53,"1,558",10.8%,2.42
157,15700US0600536672,Amador ,Ione,1/1/2016,"6,594","3,766","2,828","1,750","1,562",31,0,104,53,"1,558",11.0%,2.42
157,15700US0600536672,Amador ,Ione,1/1/2017,"7,340","3,783","3,557","1,759","1,571",31,0,104,53,"1,565",11.0%,2.42
157,15700US0600536672,Amador ,Ione,1/1/2018,"7,797","3,761","4,036","1,759","1,571",31,0,104,53,"1,563",11.1%,2.41
157,15700US0600536672,Amador ,Ione,1/1/2019,"7,751","3,776","3,975","1,759","1,571",31,0,104,53,"1,562",11.2%,2.42
157,15700US0600536672,Amador ,Ione,1/1/2020,"7,862","3,861","4,001","1,816","1,628",31,0,104,53,"1,612",11.2%,2.40
157,15700US0600536672,Amador ,Ione,1/1/2021,"7,712","3,841","3,871","1,816","1,628",31,0,104,53,"1,612",11.2%,2.38
157,15700US0600536980,Amador,Jackson,4/1/2010,"4,651","4,423",228,"2,309","1,427",134,288,252,208,"2,065",10.6%,2.14
157,15700US0600536980,Amador ,Jackson,1/1/2011,"4,526","4,314",212,"2,310","1,428",134,288,252,208,"2,068",10.5%,2.09
157,15700US0600536980,Amador ,Jackson,1/1/2012,"4,553","4,326",227,"2,312","1,430",134,288,252,208,"2,077",10.2%,2.08
157,15700US0600536980,Amador ,Jackson,1/1/2013,"4,540","4,308",232,"2,312","1,430",134,288,252,208,"2,107",8.9%,2.05
157,15700US0600536980,Amador ,Jackson,1/1/2014,"4,517","4,288",229,"2,317","1,435",134,288,252,208,"2,118",8.6%,2.03
157,15700US0600536980,Amador ,Jackson,1/1/2015,"4,548","4,307",241,"2,321","1,439",134,288,252,208,"2,124",8.5%,2.03
157,15700US0600536980,Amador ,Jackson,1/1/2016,"4,523","4,303",220,"2,321","1,439",134,288,252,208,"2,124",8.5%,2.03
157,15700US0600536980,Amador ,Jackson,1/1/2017,"4,530","4,317",213,"2,322","1,440",134,288,252,208,"2,131",8.2%,2.03
157,15700US0600536980,Amador ,Jackson,1/1/2018,"4,569","4,351",218,"2,336","1,454",134,288,252,208,"2,158",7.6%,2.02
157,15700US0600536980,Amador ,Jackson,1/1/2019,"4,642","4,416",226,"2,351","1,469",134,288,252,208,"2,180",7.3%,2.03
157,15700US0600536980,Amador ,Jackson,1/1/2020,"4,655","4,424",231,"2,363","1,481",134,288,252,208,"2,194",7.2%,2.02
157,15700US0600536980,Amador ,Jackson,1/1/2021,"4,621","4,421",200,"2,363","1,481",134,288,252,208,"2,194",7.2%,2.02
157,15700US0600557834,Amador,Plymouth,4/1/2010,"1,005",996,9,493,275,30,23,25,140,403,18.3%,2.47
157,15700US0600557834,Amador ,Plymouth,1/1/2011,977,968,9,492,275,30,23,25,139,402,18.3%,2.41
157,15700US0600557834,Amador ,Plymouth,1/1/2012,975,966,9,492,275,30,23,25,139,402,18.3%,2.40
157,15700US0600557834,Amador ,Plymouth,1/1/2013,957,948,9,492,275,30,23,25,139,402,18.3%,2.36
157,15700US0600557834,Amador ,Plymouth,1/1/2014,948,939,9,492,275,30,23,25,139,402,18.3%,2.34
157,15700US0600557834,Amador ,Plymouth,1/1/2015,936,927,9,485,275,30,16,25,139,396,18.4%,2.34
157,15700US0600557834,Amador ,Plymouth,1/1/2016,935,926,9,485,275,30,16,25,139,396,18.4%,2.34
157,15700US0600557834,Amador ,Plymouth,1/1/2017,935,926,9,485,275,30,16,25,139,396,18.4%,2.34
157,15700US0600557834,Amador ,Plymouth,1/1/2018,946,937,9,493,283,30,16,25,139,403,18.3%,2.33
157,15700US0600557834,Amador ,Plymouth,1/1/2019,962,953,9,499,289,30,16,25,139,408,18.2%,2.34
157,15700US0600557834,Amador ,Plymouth,1/1/2020,955,946,9,500,290,30,16,25,139,409,18.2%,2.31
157,15700US0600557834,Amador ,Plymouth,1/1/2021,950,941,9,500,290,30,16,25,139,409,18.2%,2.30
157,15700US0600577392,Amador,Sutter Creek,4/1/2010,"2,501","2,500",1,"1,367",796,81,136,243,111,"1,168",14.6%,2.14
157,15700US0600577392,Amador ,Sutter Creek,1/1/2011,"2,447","2,446",1,"1,373",802,81,136,243,111,"1,173",14.6%,2.09
157,15700US0600577392,Amador ,Sutter Creek,1/1/2012,"2,441","2,440",1,"1,372",802,81,136,243,110,"1,172",14.6%,2.08
157,15700US0600577392,Amador ,Sutter Creek,1/1/2013,"2,424","2,423",1,"1,373",802,82,136,243,110,"1,186",13.6%,2.04
157,15700US0600577392,Amador ,Sutter Creek,1/1/2014,"2,400","2,399",1,"1,373",802,82,136,243,110,"1,186",13.6%,2.02
157,15700US0600577392,Amador ,Sutter Creek,1/1/2015,"2,406","2,405",1,"1,374",803,82,136,243,110,"1,187",13.6%,2.03
157,15700US0600577392,Amador ,Sutter Creek,1/1/2016,"2,404","2,403",1,"1,374",803,82,136,243,110,"1,187",13.6%,2.02
157,15700US0600577392,Amador ,Sutter Creek,1/1/2017,"2,421","2,420",1,"1,384",802,93,136,243,110,"1,196",13.6%,2.02
157,15700US0600577392,Amador ,Sutter Creek,1/1/2018,"2,429","2,428",1,"1,395",801,93,136,254,111,"1,205",13.6%,2.02
157,15700US0600577392,Amador ,Sutter Creek,1/1/2019,"2,453","2,452",1,"1,402",803,94,140,254,111,"1,211",13.6%,2.03
157,15700US0600577392,Amador ,Sutter Creek,1/1/2020,"2,432","2,431",1,"1,403",803,94,140,254,112,"1,212",13.6%,2.01
157,15700US0600577392,Amador ,Sutter Creek,1/1/2021,"2,421","2,420",1,"1,404",804,94,140,254,112,"1,213",13.6%,2.00
157,15700US0600599990,Amador,Balance of Amador County,4/1/2010,"21,831","21,690",141,"12,120","10,720",270,159,66,905,"9,382",22.6%,2.31
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2011,"21,329","21,180",149,"12,133","10,730",270,159,66,908,"9,405",22.5%,2.25
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2012,"21,433","21,275",158,"12,141","10,738",270,159,66,908,"9,464",22.0%,2.25
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2013,"21,502","21,360",142,"12,145","10,742",270,159,66,908,"9,680",20.3%,2.21
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2014,"21,368","21,233",135,"12,132","10,728",270,159,66,909,"9,718",19.9%,2.19
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2015,"21,436","21,292",144,"12,127","10,723",270,159,66,909,"9,729",19.8%,2.19
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2016,"21,421","21,280",141,"12,130","10,726",270,159,66,909,"9,732",19.8%,2.19
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2017,"21,513","21,368",145,"12,129","10,725",270,159,66,909,"9,773",19.4%,2.19
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2018,"21,621","21,485",136,"12,128","10,724",270,159,66,909,"9,871",18.6%,2.18
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2019,"21,792","21,641",151,"12,157","10,750",270,159,66,912,"9,895",18.6%,2.19
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2020,"21,615","21,465",150,"12,154","10,746",270,159,66,913,"9,916",18.4%,2.17
157,15700US0600599990,Amador ,Balance of Amador County,1/1/2021,"21,520","21,395",125,"12,188","10,773",270,159,66,920,"9,944",18.4%,2.15
50,05000US06005,Amador,Amador County Total,4/1/2010,"38,091","33,540","4,551","18,032","14,755",558,612,690,"1,417","14,569",19.2%,2.30
50,05000US06005,Amador ,Amador County Total,1/1/2011,"36,876","32,743","4,133","18,054","14,775",558,612,690,"1,419","14,601",19.1%,2.24
50,05000US06005,Amador ,Amador County Total,1/1/2012,"36,777","32,938","3,839","18,111","14,833",558,612,690,"1,418","14,709",18.8%,2.24
50,05000US06005,Amador ,Amador County Total,1/1/2013,"36,267","33,006","3,261","18,174","14,895",559,612,690,"1,418","15,013",17.4%,2.20
50,05000US06005,Amador ,Amador County Total,1/1/2014,"36,029","32,784","3,245","18,167","14,887",559,612,690,"1,419","15,061",17.1%,2.18
50,05000US06005,Amador ,Amador County Total,1/1/2015,"36,111","32,866","3,245","18,163","14,890",559,605,690,"1,419","15,075",17.0%,2.18
50,05000US06005,Amador ,Amador County Total,1/1/2016,"36,039","32,840","3,199","18,170","14,897",559,605,690,"1,419","15,077",17.0%,2.18
50,05000US06005,Amador ,Amador County Total,1/1/2017,"36,900","32,975","3,925","18,189","14,905",570,605,690,"1,419","15,140",16.8%,2.18
50,05000US06005,Amador ,Amador County Total,1/1/2018,"37,519","33,119","4,400","18,221","14,925",570,605,701,"1,420","15,277",16.2%,2.17
50,05000US06005,Amador ,Amador County Total,1/1/2019,"37,756","33,394","4,362","18,278","14,974",571,609,701,"1,423","15,332",16.1%,2.18
50,05000US06005,Amador ,Amador County Total,1/1/2020,"37,673","33,281","4,392","18,346","15,040",571,609,701,"1,425","15,419",16.0%,2.16
50,05000US06005,Amador ,Amador County Total,1/1/2021,"37,377","33,171","4,206","18,381","15,068",571,609,701,"1,432","15,448",16.0%,2.15
157,15700US0600706560,Butte,Biggs,4/1/2010,"1,707","1,707",0,617,559,35,0,4,19,565,8.4%,3.02
157,15700US0600706560,Butte ,Biggs,1/1/2011,"1,711","1,711",0,617,560,35,0,4,18,566,8.3%,3.02
157,15700US0600706560,Butte ,Biggs,1/1/2012,"1,707","1,707",0,615,559,35,0,4,17,567,7.8%,3.01
157,15700US0600706560,Butte ,Biggs,1/1/2013,"1,740","1,740",0,615,559,35,0,4,17,578,6.0%,3.01
157,15700US0600706560,Butte ,Biggs,1/1/2014,"1,738","1,738",0,613,557,35,0,4,17,579,5.5%,3.00
157,15700US0600706560,Butte ,Biggs,1/1/2015,"1,796","1,796",0,633,577,35,0,4,17,599,5.4%,3.00
157,15700US0600706560,Butte ,Biggs,1/1/2016,"1,942","1,942",0,690,634,35,0,4,17,652,5.5%,2.98
157,15700US0600706560,Butte ,Biggs,1/1/2017,"1,952","1,952",0,691,635,35,0,4,17,655,5.2%,2.98
157,15700US0600706560,Butte ,Biggs,1/1/2018,"1,966","1,966",0,692,636,35,0,4,17,662,4.3%,2.97
157,15700US0600706560,Butte ,Biggs,1/1/2019,"2,057","2,057",0,695,639,35,0,4,17,668,3.9%,3.08
157,15700US0600706560,Butte ,Biggs,1/1/2020,"1,852","1,852",0,696,640,35,0,4,17,670,3.7%,2.76
157,15700US0600706560,Butte ,Biggs,1/1/2021,"1,727","1,727",0,696,640,35,0,4,17,670,3.7%,2.58
157,15700US0600713014,Butte,Chico,4/1/2010,"86,187","83,009","3,178","37,050","19,822","1,648","5,886","7,739","1,955","34,805",6.1%,2.38
157,15700US0600713014,Butte ,Chico,1/1/2011,"86,707","83,599","3,108","37,261","19,889","1,648","5,886","7,883","1,955","35,008",6.0%,2.39
157,15700US0600713014,Butte ,Chico,1/1/2012,"87,523","84,025","3,498","37,605","19,971","1,648","5,958","8,073","1,955","35,330",6.0%,2.38
157,15700US0600713014,Butte ,Chico,1/1/2013,"88,127","84,561","3,566","37,772","20,094","1,648","5,960","8,117","1,953","35,573",5.8%,2.38
157,15700US0600713014,Butte ,Chico,1/1/2014,"88,785","85,229","3,556","38,146","20,305","1,648","5,960","8,280","1,953","35,945",5.8%,2.37
157,15700US0600713014,Butte ,Chico,1/1/2015,"89,615","85,936","3,679","38,477","20,535","1,648","5,996","8,345","1,953","36,263",5.8%,2.37
157,15700US0600713014,Butte ,Chico,1/1/2016,"90,007","86,340","3,667","38,848","20,728","1,648","6,007","8,511","1,954","36,665",5.6%,2.36
157,15700US0600713014,Butte ,Chico,1/1/2017,"91,166","87,470","3,696","39,341","20,989","1,648","6,025","8,670","2,009","37,148",5.6%,2.36
157,15700US0600713014,Butte ,Chico,1/1/2018,"92,040","88,315","3,725","39,810","21,249","1,648","6,054","8,851","2,008","37,633",5.5%,2.35
157,15700US0600713014,Butte ,Chico,1/1/2019,"110,126","106,496","3,630","40,378","21,534","1,648","6,062","9,126","2,008","38,193",5.4%,2.79
157,15700US0600713014,Butte ,Chico,1/1/2020,"110,364","106,643","3,721","41,738","22,365","1,648","6,345","9,302","2,078","39,490",5.4%,2.70
157,15700US0600713014,Butte ,Chico,1/1/2021,"111,490","109,272","2,218","42,647","23,021","1,653","6,514","9,380","2,079","40,350",5.4%,2.71
157,15700US0600731260,Butte,Gridley,4/1/2010,"6,584","6,472",112,"2,406","1,982",133,171,42,78,"2,183",9.3%,2.96
157,15700US0600731260,Butte ,Gridley,1/1/2011,"6,595","6,483",112,"2,406","1,982",133,171,42,78,"2,184",9.2%,2.97
157,15700US0600731260,Butte ,Gridley,1/1/2012,"6,592","6,480",112,"2,410","1,986",133,171,42,78,"2,192",9.0%,2.96
157,15700US0600731260,Butte ,Gridley,1/1/2013,"6,808","6,696",112,"2,473","1,992",133,171,99,78,"2,266",8.4%,2.96
157,15700US0600731260,Butte ,Gridley,1/1/2014,"6,827","6,715",112,"2,482","2,001",133,171,99,78,"2,278",8.2%,2.95
157,15700US0600731260,Butte ,Gridley,1/1/2015,"6,835","6,723",112,"2,485","2,004",133,171,99,78,"2,282",8.2%,2.95
157,15700US0600731260,Butte ,Gridley,1/1/2016,"6,833","6,721",112,"2,489","2,008",133,171,99,78,"2,296",7.8%,2.93
157,15700US0600731260,Butte ,Gridley,1/1/2017,"6,874","6,762",112,"2,501","2,020",133,171,99,78,"2,310",7.6%,2.93
157,15700US0600731260,Butte ,Gridley,1/1/2018,"6,918","6,806",112,"2,517","2,036",133,171,99,78,"2,333",7.3%,2.92
